# Log T   Log Rho   Log P
 7.000000  -0.045757  +15.174654
 7.000000  +0.000000  +15.220394
 7.000000  +0.079181  +15.299545
 7.000000  +0.146128  +15.366467
 7.000000  +0.204120  +15.424437
 7.000000  +0.255273  +15.475571
 7.000000  +0.301030  +15.521312
 7.000000  +0.342423  +15.562691
 7.000000  +0.477121  +15.697352
 7.000000  +0.602060  +15.822270
 7.000000  +0.698970  +15.919179
 7.000000  +0.954243  +16.174562
 7.000000  +1.079181  +16.299653
 7.000000  +1.176091  +16.396749
 7.000000  +1.301030  +16.522052
 7.000000  +1.477121  +16.698996
 7.000000  +1.698970  +16.922816
 7.000000  +1.845098  +17.071097
 7.000000  +2.000000  +17.229400
 7.000000  +2.176091  +17.411386
 7.000000  +2.301030  +17.542367
 7.000000  +2.397940  +17.645386
 7.000000  +2.477121  +17.730690
 7.000000  +2.544068  +17.803735
 7.000000  +2.602060  +17.867772
 7.000000  +2.653213  +17.924900
 7.000000  +2.698970  +17.976550
 7.000000  +2.778151  +18.067247
 7.000000  +2.845098  +18.145338
 7.000000  +2.903090  +18.214105
 7.000000  +2.954243  +18.275679
 7.000000  +3.000000  +18.331521
 7.000000  +3.079181  +18.429939
 7.000000  +3.146128  +18.515007
 7.000000  +3.204120  +18.590132
 7.000000  +3.255273  +18.657390
