# Log T   Log Rho   Log P
 3.301030  -3.096910  +7.821939
 3.301030  -3.045757  +7.873386
 3.301030  -3.000000  +7.919438
 3.301030  -2.698970  +8.223427
 3.301030  -2.522879  +8.402488
 3.301030  -2.397940  +8.530405
 3.301030  -2.301030  +8.630299
 3.301030  -2.221849  +8.712471
 3.301030  -2.154902  +8.782415
 3.301030  -2.096910  +8.843410
 3.301030  -2.045757  +8.897570
 3.301030  -2.000000  +8.946342
 3.301030  -1.698970  +9.277803
 3.301030  -1.522879  +9.484754
 3.301030  -1.397940  +9.640882
 3.301030  -1.301030  +9.769209
 3.301030  -1.221849  +9.879935
 3.301030  -1.154902  +9.978462
 3.301030  -1.096910  +10.067987
 3.301030  -1.045757  +10.150542
 3.301030  -1.000000  +10.227504
 3.301030  -0.698970  +10.824191
 3.301030  -0.522879  +11.191479
 3.301030  -0.397940  +11.490941
 3.301030  -0.301030  +11.709609
 3.301030  -0.221849  +11.884019
 3.301030  -0.154902  +11.991700
 3.301030  -0.096910  +12.114481
 3.301030  -0.045757  +12.236928
 3.301030  +0.000000  +12.349788
 3.301030  +0.079181  +12.542886
 3.301030  +0.146128  +12.702256
 3.301030  +0.204120  +12.836786
 3.301030  +0.255273  +12.952598
 3.301030  +0.301030  +13.054422
 3.301030  +0.342423  +13.144752
 3.301030  +0.477121  +13.430493
 3.301030  +0.602060  +13.685963
 3.301030  +0.698970  +13.879335
 3.301030  +0.954243  +14.367837
 3.301030  +1.079181  +14.599674
 3.301030  +1.176091  +14.778896
 3.301030  +1.301030  +15.008221
 3.301030  +1.477121  +15.325436
 3.301030  +1.698970  +15.719581
 3.301030  +1.845098  +15.976608
 3.301030  +2.000000  +16.246988
 3.301030  +2.176091  +16.552599
 3.301030  +2.301030  +16.768330
 3.301030  +2.397940  +16.935116
 3.301030  +2.477121  +17.071067
 3.301030  +2.544068  +17.185805
 3.301030  +2.602060  +17.285050
 3.301030  +2.653213  +17.372486
 3.301030  +2.698970  +17.450620
 3.301030  +2.778151  +17.585660
 3.301030  +2.845098  +17.699679
 3.301030  +2.903090  +17.798337
 3.301030  +2.954243  +17.885281
 3.301030  +3.000000  +17.962994
 3.301030  +3.079181  +18.097347
 3.301030  +3.146128  +18.210821
 3.301030  +3.204120  +18.309036
 3.301030  +3.255273  +18.395566
 3.477121  -7.522879  +3.778705
 3.477121  -7.397940  +3.890184
 3.477121  -7.301030  +3.976451
 3.477121  -7.221849  +4.046845
 3.477121  -7.154902  +4.106334
 3.477121  -7.096910  +4.157923
 3.477121  -7.045757  +4.203479
 3.477121  -7.000000  +4.244258
 3.477121  -6.698970  +4.514047
 3.477121  -6.522879  +4.673572
 3.477121  -6.397940  +4.787700
 3.477121  -6.301030  +4.876747
 3.477121  -6.221849  +4.949922
 3.477121  -6.154902  +5.012039
 3.477121  -6.096910  +5.066013
 3.477121  -6.045757  +5.113757
 3.477121  -6.000000  +5.156590
 3.477121  -5.698970  +5.440941
 3.477121  -5.522879  +5.609168
 3.477121  -5.397940  +5.729223
 3.477121  -5.301030  +5.822759
 3.477121  -5.221849  +5.899410
 3.477121  -5.154902  +5.964355
 3.477121  -5.096910  +6.020715
 3.477121  -5.045757  +6.070516
 3.477121  -5.000000  +6.115127
 3.477121  -4.698970  +6.409820
 3.477121  -4.522879  +6.583061
 3.477121  -4.397940  +6.706284
 3.477121  -4.301030  +6.802033
 3.477121  -4.221849  +6.880355
 3.477121  -4.154902  +6.946634
 3.477121  -4.096910  +7.004093
 3.477121  -4.045757  +7.054810
 3.477121  -4.000000  +7.100203
 3.477121  -3.698970  +7.399358
 3.477121  -3.522879  +7.574760
 3.477121  -3.397940  +7.699393
 3.477121  -3.301030  +7.796180
 3.477121  -3.221849  +7.875337
 3.477121  -3.154902  +7.942325
 3.477121  -3.096910  +8.000403
 3.477121  -3.045757  +8.051673
 3.477121  -3.000000  +8.097571
 3.477121  -2.698970  +8.400587
 3.477121  -2.522879  +8.579053
 3.477121  -2.397940  +8.706495
 3.477121  -2.301030  +8.805970
 3.477121  -2.221849  +8.887752
 3.477121  -2.154902  +8.957322
 3.477121  -2.096910  +9.017954
 3.477121  -2.045757  +9.071760
 3.477121  -2.000000  +9.120181
 3.477121  -1.698970  +9.448148
 3.477121  -1.522879  +9.651466
 3.477121  -1.397940  +9.803765
 3.477121  -1.301030  +9.928081
 3.477121  -1.221849  +10.034647
 3.477121  -1.154902  +10.128912
 3.477121  -1.096910  +10.214053
 3.477121  -1.045757  +10.292189
 3.477121  -1.000000  +10.364698
 3.477121  -0.698970  +10.919185
 3.477121  -0.522879  +11.282849
 3.477121  -0.397940  +11.538925
 3.477121  -0.301030  +11.711064
 3.477121  -0.221849  +11.855671
 3.477121  -0.154902  +12.004901
 3.477121  -0.096910  +12.142195
 3.477121  -0.045757  +12.267200
 3.477121  +0.000000  +12.377055
 3.477121  +0.079181  +12.565671
 3.477121  +0.146128  +12.721289
 3.477121  +0.204120  +12.852677
 3.477121  +0.255273  +12.966456
 3.477121  +0.301030  +13.066298
 3.477121  +0.342423  +13.155743
 3.477121  +0.477121  +13.438248
 3.477121  +0.602060  +13.691690
 3.477121  +0.698970  +13.883936
 3.477121  +
43  +14.370526
 3.477121  +1.079181  +14.603475
 3.477121  +1.176091  +14.781973
 3.477121  +1.301030  +15.009617
 3.477121  +1.477121  +15.326446
 3.477121  +1.698970  +15.720321
 3.477121  +1.845098  +15.977126
 3.477121  +2.000000  +16.247406
 3.477121  +2.176091  +16.552910
 3.477121  +2.301030  +16.768583
 3.477121  +2.397940  +16.935330
 3.477121  +2.477121  +17.071255
 3.477121  +2.544068  +17.185972
 3.477121  +2.602060  +17.285202
 3.477121  +2.653213  +17.372625
 3.477121  +2.698970  +17.450749
 3.477121  +2.778151  +17.585773
 3.477121  +2.845098  +17.699780
 3.477121  +2.903090  +17.798429
 3.477121  +2.954243  +17.885365
 3.477121  +3.000000  +17.963072
 3.477121  +3.079181  +18.097416
 3.477121  +3.146128  +18.210883
 3.477121  +3.204120  +18.309092
 3.477121  +3.255273  +18.395618
 3.602060  -7.522879  +3.993026
 3.602060  -7.397940  +4.117120
 3.602060  -7.301030  +4.213196
 3.602060  -7.221849  +4.291556
 3.602060  -7.154902  +4.357691
 3.602060  -7.096910  +4.414882
 3.602060  -7.045757  +4.465244
 3.602060  -7.000000  +4.510220
 3.602060  -6.698970  +4.803941
 3.602060  -6.522879  +4.973496
 3.602060  -6.397940  +5.092528
 3.602060  -6.301030  +5.184052
 3.602060  -6.221849  +5.258285
 3.602060  -6.154902  +5.320654
 3.602060  -6.096910  +5.374400
 3.602060  -6.045757  +5.421586
 3.602060  -6.000000  +5.463619
 3.602060  -5.698970  +5.736626
 3.602060  -5.522879  +5.894147
 3.602060  -5.397940  +6.005416
 3.602060  -5.301030  +6.091549
 3.602060  -5.221849  +6.161953
 3.602060  -5.154902  +6.221545
 3.602060  -5.096910  +6.273199
 3.602060  -5.045757  +6.318804
 3.602060  -5.000000  +6.359670
 3.602060  -4.698970  +6.630483
 3.602060  -4.522879  +6.790817
 3.602060  -4.397940  +6.905519
 3.602060  -4.301030  +6.995097
 3.602060  -4.221849  +7.068618
 3.602060  -4.154902  +7.131034
 3.602060  -4.096910  +7.185316
 3.602060  -4.045757  +7.233345
 3.602060  -4.000000  +7.276413
 3.602060  -3.698970  +7.562208
 3.602060  -3.522879  +7.731237
 3.602060  -3.397940  +7.851958
 3.602060  -3.301030  +7.945987
 3.602060  -3.221849  +8.023073
 3.602060  -3.154902  +8.088438
 3.602060  -3.096910  +8.145188
 3.602060  -3.045757  +8.195340
 3.602060  -3.000000  +8.240279
 3.602060  -2.698970  +8.537915
 3.602060  -2.522879  +8.713808
 3.602060  -2.397940  +8.839596
 3.602060  -2.301030  +8.937858
 3.602060  -2.221849  +9.018674
 3.602060  -2.154902  +9.087437
 3.602060  -2.096910  +9.147369
 3.602060  -2.045757  +9.200549
 3.602060  -2.000000  +9.248402
 3.602060  -1.698970  +9.572086
 3.602060  -1.522879  +9.771986
 3.602060  -1.397940  +9.921094
 3.602060  -1.301030  +10.042291
 3.602060  -1.221849  +10.145757
 3.602060  -1.154902  +10.236925
 3.602060  -1.096910  +10.318995
 3.602060  -1.045757  +10.394067
 3.602060  -1.000000  +10.463508
 3.602060  -0.698970  +10.982140
 3.602060  -0.522879  +11.307475
 3.602060  -0.397940  +11.534990
 3.602060  -0.301030  +11.710870
 3.602060  -0.221849  +11.879543
 3.602060  -0.154902  +12.034905
 3.602060  -0.096910  +12.172337
 3.602060  -0.045757  +12.294257
 3.602060  +0.000000  +12.403198
 3.602060  +0.079181  +12.586044
 3.602060  +0.146128  +12.737984
 3.602060  +0.204120  +12.866987
 3.602060  +0.255273  +12.979027
 3.602060  +0.301030  +13.077617
 3.602060  +0.342423  +13.165592
 3.602060  +0.477121  +13.445491
 3.602060  +0.602060  +13.696941
 3.602060  +0.698970  +13.888243
 3.602060  +0.954243  +14.373030
 3.602060  +1.079181  +14.605485
 3.602060  +1.176091  +14.783659
 3.602060  +1.301030  +15.010868
 3.602060  +1.477121  +15.327402
 3.602060  +1.698970  +15.720977
 3.602060  +1.845098  +15.977660
 3.602060  +2.000000  +16.247798
 3.602060  +2.176091  +16.553204
 3.602060  +2.301030  +16.768822
 3.602060  +2.397940  +16.935534
 3.602060  +2.477121  +17.071434
 3.602060  +2.544068  +17.186132
 3.602060  +2.602060  +17.285348
 3.602060  +2.653213  +17.372759
 3.602060  +2.698970  +17.450873
 3.602060  +2.778151  +17.585881
 3.602060  +2.845098  +17.699876
 3.602060  +2.903090  +17.798516
 3.602060  +2.954243  +17.885445
 3.602060  +3.000000  +17.963147
 3.602060  +3.079181  +18.097481
 3.602060  +3.146128  +18.210941
 3.602060  +3.204120  +18.309145
 3.602060  +3.255273  +18.395667
 3.698970  -7.522879  +4.092361
 3.698970  -7.397940  +4.217235
 3.698970  -7.301030  +4.314081
 3.698970  -7.221849  +4.393198
 3.698970  -7.154902  +4.460082
 3.698970  -7.096910  +4.518010
 3.698970  -7.045757  +4.569099
 3.698970  -7.000000  +4.614794
 3.698970  -6.698970  +4.915197
 3.698970  -6.522879  +5.090669
 3.698970  -6.397940  +5.214995
 3.698970  -6.301030  +5.311298
 3.698970  -6.221849  +5.389878
 3.698970  -6.154902  +5.456229
 3.698970  -6.096910  +5.513632
 3.698970  -6.045757  +5.564201
 3.698970  -6.000000  +5.609380
 3.698970  -5.698970  +5.904905
 3.698970  -5.522879  +6.075941
 3.698970  -5.397940  +6.196207
 3.698970  -5.301030  +6.288776
 3.698970  -5.221849  +6.363902
 3.698970  -5.154902  +6.427047
 3.698970  -5.096910  +6.481462
 3.698970  -5.045757  +6.529234
 3.698970  -5.000000  +6.571789
 3.698970  -4.698970  +6.847802
 3.698970  -4.522879  +7.006505
 3.698970  -4.397940  +7.118255
 3.698970  -4.301030  +7.204613
 3.698970  -4.221849  +7.275080
 3.698970  -4.154902  +7.334591
 3.698970  -4.096910  +7.386144
 3.698970  -4.045757  +7.431671
 3.698970  -4.000000  +7.472430
 3.698970  -3.698970  +7.741843
 3.698970  -3.522879  +7.901073
 3.698970  -3.397940  +8.015046
 3.698970  -3.301030  +8.103994
 3.698970  -3.221849  +8.177119
 3.698970  -3.154902  +8.239235
 3.698970  -3.096910  +8.293241
 3.698970  -3.045757  +8.341039
 3.698970  -3.000000  +8.383944
 3.698970  -2.698970  +8.669563
 3.698970  -2.522879  +8.839469
 3.698970  -2.397940  +8.961431
 3.698970  -2.301030  +9.056926
 3.698970  -2.221849  +9.135601
 3.698970  -2.154902  +9.202627
 3.698970  -2.096910  +9.261095
 3.698970  -2.045757  +9.313016
 3.698970  -2.000000  +9.359760
 3.698970  -1.698970  +9.676286
 3.698970  -1.522879  +9.871690
 3.698970  -1.397940  +10.017170
 3.698970  -1.301030  +10.135150
 3.698970  -1.221849  +10.235633
 3.698970  -1.154902  +10.323956
 3.698970  -1.096910  +10.403288
 3.698970  -1.045757  +10.475700
 3.698970  -1.000000  +10.542550
 3.698970  -0.698970  +11.032043
 3.698970  -0.522879  +11.326909
 3.698970  -0.397940  +11.538775
 3.698970  -0.301030  +11.735711
 3.698970  -0.221849  +11.913167
 3.698970  -0.154902  +12.066296
 3.698970  -0.096910  +12.201536
 3.698970  -0.045757  +12.318887
 3.698970  +0.000000  +12.424761
 3.698970  +0.079181  +12.604391
 3.698970  +0.146128  +12.753568
 3.698970  +0.204120  +12.880554
 3.698970  +0.255273  +12.990593
 3.698970  +0.301030  +13.087945
 3.698970  +0.342423  +13.174786
 3.698970  +0.477121  +13.451961
 3.698970  +0.602060  +13.701899
 3.698970  +0.698970  +13.892323
 3.698970  +0.954243  +14.375367
 3.698970  +1.079181  +14.607294
 3.698970  +1.176091  +14.785233
 3.698970  +1.301030  +15.012133
 3.698970  +1.477121  +15.328280
 3.698970  +1.698970  +15.721573
 3.698970  +1.845098  +15.978137
 3.698970  +2.000000  +16.248174
 3.698970  +2.176091  +16.553485
 3.698970  +2.301030  +16.769051
 3.698970  +2.397940  +16.935730
 3.698970  +2.477121  +17.071606
 3.698970  +2.544068  +17.186287
 3.698970  +2.602060  +17.285488
 3.698970  +2.653213  +17.372888
 3.698970  +2.698970  +17.450993
 3.698970  +2.778151  +17.585986
 3.698970  +2.845098  +17.699970
 3.698970  +2.903090  +17.798601
 3.698970  +2.954243  +17.885523
 3.698970  +3.000000  +17.963219
 3.698970  +3.079181  +18.097544
 3.698970  +3.146128  +18.210998
 3.698970  +3.204120  +18.309196
 3.698970  +3.255273  +18.395714
 3.903090  -7.522879  +4.300938
 3.903090  -7.397940  +4.425307
 3.903090  -7.301030  +4.521827
 3.903090  -7.221849  +4.600719
 3.903090  -7.154902  +4.667442
 3.903090  -7.096910  +4.725252
 3.903090  -7.045757  +4.776254
 3.903090  -7.000000  +4.821884
 3.903090  -6.698970  +5.122214
 3.903090  -6.522879  +5.297988
 3.903090  -6.397940  +5.422733
 3.903090  -6.301030  +5.519506
 3.903090  -6.221849  +5.598584
 3.903090  -6.154902  +5.665447
 3.903090  -6.096910  +5.723369
 3.903090  -6.045757  +5.774462
 3.903090  -6.000000  +5.820167
 3.903090  -5.698970  +6.120857
 3.903090  -5.522879  +6.296730
 3.903090  -5.397940  +6.421489
 3.903090  -5.301030  +6.518239
 3.903090  -5.221849  +6.597271
 3.903090  -5.154902  +6.664075
 3.903090  -5.096910  +6.721928
 3.903090  -5.045757  +6.772946
 3.903090  -5.000000  +6.818571
 3.903090  -4.698970  +7.118348
 3.903090  -4.522879  +7.293247
 3.903090  -4.397940  +7.417027
 3.903090  -4.301030  +7.512805
 3.903090  -4.221849  +7.590878
 3.903090  -4.154902  +7.656738
 3.903090  -4.096910  +7.713663
 3.903090  -4.045757  +7.763769
 3.903090  -4.000000  +7.808497
 3.903090  -3.698970  +8.100108
 3.903090  -3.522879  +8.268061
 3.903090  -3.397940  +8.385840
 3.903090  -3.301030  +8.476373
 3.903090  -3.221849  +8.549801
 3.903090  -3.154902  +8.611525
 3.903090  -3.096910  +8.664737
 3.903090  -3.045757  +8.711480
 3.903090  -3.000000  +8.753153
 3.903090  -2.698970  +9.024897
 3.903090  -2.522879  +9.182922
 3.903090  -2.397940  +9.295252
 3.903090  -2.301030  +9.382795
 3.903090  -2.221849  +9.454695
 3.903090  -2.154902  +9.515855
 3.903090  -2.096910  +9.569155
 3.903090  -2.045757  +9.616445
 3.903090  -2.000000  +9.659006
 3.903090  -1.698970  +9.947024
 3.903090  -1.522879  +10.124654
 3.903090  -1.397940  +10.256653
 3.903090  -1.301030  +10.363430
 3.903090  -1.221849  +10.454111
 3.903090  -1.154902  +10.533587
 3.903090  -1.096910  +10.604773
 3.903090  -1.045757  +10.669566
 3.903090  -1.000000  +10.729239
 3.903090  -0.698970  +11.152490
 3.903090  -0.522879  +11.431658
 3.903090  -0.397940  +11.651586
 3.903090  -0.301030  +11.840342
 3.903090  -0.221849  +12.007684
 3.903090  -0.154902  +12.151962
 3.903090  -0.096910  +12.277070
 3.903090  -0.045757  +12.387046
 3.903090  +0.000000  +12.485134
 3.903090  +0.079181  +12.653520
 3.903090  +0.146128  +12.794985
 3.903090  +0.204120  +12.915638
 3.903090  +0.255273  +13.022099
 3.903090  +0.301030  +13.116035
 3.903090  +0.342423  +13.200202
 3.903090  +0.477121  +13.470319
 3.903090  +0.602060  +13.715625
 3.903090  +0.698970  +13.903573
 3.903090  +0.954243  +14.382060
 3.903090  +1.079181  +14.612579
 3.903090  +1.176091  +14.789583
 3.903090  +1.301030  +15.015573
 3.903090  +1.477121  +15.330797
 3.903090  +1.698970  +15.723342
 3.903090  +1.845098  +15.979490
 3.903090  +2.000000  +16.249234
 3.903090  +2.176091  +16.554281
 3.903090  +2.301030  +16.769702
 3.903090  +2.397940  +16.936286
 3.903090  +2.477121  +17.072096
 3.903090  +2.544068  +17.186726
 3.903090  +2.602060  +17.285888
 3.903090  +2.653213  +17.373256
 3.903090  +2.698970  +17.451335
 3.903090  +2.778151  +17.586287
 3.903090  +2.845098  +17.700240
 3.903090  +2.903090  +17.798847
 3.903090  +2.954243  +17.885749
 3.903090  +3.000000  +17.963427
 3.903090  +3.079181  +18.097726
 3.903090  +3.146128  +18.211161
 3.903090  +3.204120  +18.309344
 3.903090  +3.255273  +18.395849
 4.000000  -7.522879  +4.447195
 4.000000  -7.397940  +4.565712
 4.000000  -7.301030  +4.656786
 4.000000  -7.221849  +4.732692
 4.000000  -7.154902  +4.797074
 4.000000  -7.096910  +4.852990
 4.000000  -7.045757  +4.902409
 4.000000  -7.000000  +4.946685
 4.000000  -6.698970  +5.239445
 4.000000  -6.522879  +5.411730
 4.000000  -6.397940  +5.534331
 4.000000  -6.301030  +5.629614
 4.000000  -6.221849  +5.707578
 4.000000  -6.154902  +5.773571
 4.000000  -6.096910  +5.830794
 4.000000  -6.045757  +5.881306
 4.000000  -6.000000  +5.926519
 4.000000  -5.698970  +6.224622
 4.000000  -5.522879  +6.399376
 4.000000  -5.397940  +6.523479
 4.000000  -5.301030  +6.619807
 4.000000  -5.221849  +6.698564
 4.000000  -5.154902  +6.765174
 4.000000  -5.096910  +6.822881
 4.000000  -5.045757  +6.873787
 4.000000  -5.000000  +6.919331
 4.000000  -4.698970  +7.219207
 4.000000  -4.522879  +7.394537
 4.000000  -4.397940  +7.518853
 4.000000  -4.301030  +7.615261
 4.000000  -4.221849  +7.694020
 4.000000  -4.154902  +7.760581
 4.000000  -4.096910  +7.818201
 4.000000  -4.045757  +7.868988
 4.000000  -4.000000  +7.914387
 4.000000  -3.698970  +8.212100
 4.000000  -3.522879  +8.385235
 4.000000  -3.397940  +8.507426
 4.000000  -3.301030  +8.601737
 4.000000  -3.221849  +8.678421
 4.000000  -3.154902  +8.742970
 4.000000  -3.096910  +8.798662
 4.000000  -3.045757  +8.847605
 4.000000  -3.000000  +8.891239
 4.000000  -2.698970  +9.174630
 4.000000  -2.522879  +9.337697
 4.000000  -2.397940  +9.452408
 4.000000  -2.301030  +9.540947
 4.000000  -2.221849  +9.613156
 4.000000  -2.154902  +9.674191
 4.000000  -2.096910  +9.727102
 4.000000  -2.045757  +9.773865
 4.000000  -2.000000  +9.815818
 4.000000  -1.698970  +10.096309
 4.000000  -1.522879  +10.266898
 4.000000  -1.397940  +10.392710
 4.000000  -1.301030  +10.494040
 4.000000  -1.221849  +10.579907
 4.000000  -1.154902  +10.655069
 4.000000  -1.096910  +10.722257
 4.000000  -1.045757  +10.783259
 4.000000  -1.000000  +10.839351
 4.000000  -0.698970  +11.228405
 4.000000  -0.522879  +11.495472
 4.000000  -0.397940  +11.716937
 4.000000  -0.301030  +11.905988
 4.000000  -0.221849  +12.061819
 4.000000  -0.154902  +12.199317
 4.000000  -0.096910  +12.319483
 4.000000  -0.045757  +12.424073
 4.000000  +0.000000  +12.519288
 4.000000  +0.079181  +12.682055
 4.000000  +0.146128  +12.818991
 4.000000  +0.204120  +12.937618
 4.000000  +0.255273  +13.040875
 4.000000  +0.301030  +13.132810
 4.000000  +0.342423  +13.215630
 4.000000  +0.477121  +13.481735
 4.000000  +0.602060  +13.724260
 4.000000  +0.698970  +13.910624
 4.000000  +0.954243  +14.386206
 4.000000  +1.079181  +14.615706
 4.000000  +1.176091  +14.792306
 4.000000  +1.301030  +15.017713
 4.000000  +1.477121  +15.332400
 4.000000  +1.698970  +15.724386
 4.000000  +1.845098  +15.980325
 4.000000  +2.000000  +16.249904
 4.000000  +2.176091  +16.554784
 4.000000  +2.301030  +16.770113
 4.000000  +2.397940  +16.936639
 4.000000  +2.477121  +17.072407
 4.000000  +2.544068  +17.187005
 4.000000  +2.602060  +17.286143
 4.000000  +2.653213  +17.373491
 4.000000  +2.698970  +17.451553
 4.000000  +2.778151  +17.586479
 4.000000  +2.845098  +17.700412
 4.000000  +2.903090  +17.799004
 4.000000  +2.954243  +17.885893
 4.000000  +3.000000  +17.963562
 4.000000  +3.079181  +18.097845
 4.000000  +3.146128  +18.211267
 4.000000  +3.204120  +18.309440
 4.000000  +3.255273  +18.395937
 4.079181  -7.522879  +4.633735
 4.079181  -7.397940  +4.746271
 4.079181  -7.301030  +4.831213
 4.079181  -7.221849  +4.902121
 4.079181  -7.154902  +4.962247
 4.079181  -7.096910  +5.014495
 4.079181  -7.045757  +5.060697
 4.079181  -7.000000  +5.102121
 4.079181  -6.698970  +5.377576
 4.079181  -6.522879  +5.541095
 4.079181  -6.397940  +5.658220
 4.079181  -6.301030  +5.749606
 4.079181  -6.221849  +5.824553
 4.079181  -6.154902  +5.888100
 4.079181  -6.096910  +5.943296
 4.079181  -6.045757  +5.992121
 4.079181  -6.000000  +6.035907
 4.079181  -5.698970  +6.326043
 4.079181  -5.522879  +6.497072
 4.079181  -5.397940  +6.618905
 4.079181  -5.301030  +6.713659
 4.079181  -5.221849  +6.791234
 4.079181  -5.154902  +6.856928
 4.079181  -5.096910  +6.913895
 4.079181  -5.045757  +6.964187
 4.079181  -5.000000  +7.009208
 4.079181  -4.698970  +7.306182
 4.079181  -4.522879  +7.480400
 4.079181  -4.397940  +7.604139
 4.079181  -4.301030  +7.700182
 4.079181  -4.221849  +7.778694
 4.079181  -4.154902  +7.845101
 4.079181  -4.096910  +7.902639
 4.079181  -4.045757  +7.953396
 4.079181  -4.000000  +7.998801
 4.079181  -3.698970  +8.297141
 4.079181  -3.522879  +8.471312
 4.079181  -3.397940  +8.594689
 4.079181  -3.301030  +8.690146
 4.079181  -3.221849  +8.767952
 4.079181  -3.154902  +8.833597
 4.079181  -3.096910  +8.890346
 4.079181  -3.045757  +8.940303
 4.079181  -3.000000  +8.984899
 4.079181  -2.698970  +9.275630
 4.079181  -2.522879  +9.443509
 4.079181  -2.397940  +9.561371
 4.079181  -2.301030  +9.652132
 4.079181  -2.221849  +9.725911
 4.079181  -2.154902  +9.788060
 4.079181  -2.096910  +9.841769
 4.079181  -2.045757  +9.889069
 4.079181  -2.000000  +9.931345
 4.079181  -1.698970  +10.210553
 4.079181  -1.522879  +10.377381
 4.079181  -1.397940  +10.499128
 4.079181  -1.301030  +10.596404
 4.079181  -1.221849  +10.678263
 4.079181  -1.154902  +10.749496
 4.079181  -1.096910  +10.812937
 4.079181  -1.045757  +10.870393
 4.079181  -1.000000  +10.923142
 4.079181  -0.698970  +11.308702
 4.079181  -0.522879  +11.574024
 4.079181  -0.397940  +11.783868
 4.079181  -0.301030  +11.959924
 4.079181  -0.221849  +12.111601
 4.079181  -0.154902  +12.242091
 4.079181  -0.096910  +12.355943
 4.079181  -0.045757  +12.458149
 4.079181  +0.000000  +12.550464
 4.079181  +0.079181  +12.709412
 4.079181  +0.146128  +12.842829
 4.079181  +0.204120  +12.957812
 4.079181  +0.255273  +13.058833
 4.079181  +0.301030  +13.148902
 4.079181  +0.342423  +13.230135
 4.079181  +0.477121  +13.492376
 4.079181  +0.602060  +13.732567
 4.079181  +0.698970  +13.917388
 4.079181  +0.954243  +14.390235
 4.079181  +1.079181  +14.619047
 4.079181  +1.176091  +14.795014
 4.079181  +1.301030  +15.019851
 4.079181  +1.477121  +15.333973
 4.079181  +1.698970  +15.725462
 4.079181  +1.845098  +15.981239
 4.079181  +2.000000  +16.250552
 4.079181  +2.176091  +16.555271
 4.079181  +2.301030  +16.770512
 4.079181  +2.397940  +16.936980
 4.079181  +2.477121  +17.072708
 4.079181  +2.544068  +17.187277
 4.079181  +2.602060  +17.286390
 4.079181  +2.653213  +17.373719
 4.079181  +2.698970  +17.451765
 4.079181  +2.778151  +17.586667
 4.079181  +2.845098  +17.700581
 4.079181  +2.903090  +17.799157
 4.079181  +2.954243  +17.886035
 4.079181  +3.000000  +17.963693
 4.079181  +3.079181  +18.097960
 4.079181  +3.146128  +18.211370
 4.079181  +3.204120  +18.309534
 4.079181  +3.255273  +18.396024
 4.176091  -7.522879  +4.843999
 4.176091  -7.397940  +4.962699
 4.176091  -7.301030  +5.053601
 4.176091  -7.221849  +5.127482
 4.176091  -7.154902  +5.189562
 4.176091  -7.096910  +5.243083
 4.176091  -7.045757  +5.290090
 4.176091  -7.000000  +5.331974
 4.176091  -6.698970  +5.604139
 4.176091  -6.522879  +5.761377
 4.176091  -6.397940  +5.872682
 4.176091  -6.301030  +5.958908
 4.176091  -6.221849  +6.029401
 4.176091  -6.154902  +6.089082
 4.176091  -6.096910  +6.140834
 4.176091  -6.045757  +6.186554
 4.176091  -6.000000  +6.227545
 4.176091  -5.698970  +6.499385
 4.176091  -5.522879  +6.660356
 4.176091  -5.397940  +6.775503
 4.176091  -5.301030  +6.865408
 4.176091  -5.221849  +6.939237
 4.176091  -5.154902  +7.001908
 4.176091  -5.096910  +7.056391
 4.176091  -5.045757  +7.104582
 4.176091  -5.000000  +7.147789
 4.176091  -4.698970  +7.434250
 4.176091  -4.522879  +7.603483
 4.176091  -4.397940  +7.724158
 4.176091  -4.301030  +7.818091
 4.176091  -4.221849  +7.895068
 4.176091  -4.154902  +7.960274
 4.176091  -4.096910  +8.016827
 4.176091  -4.045757  +8.066754
 4.176091  -4.000000  +8.111452
 4.176091  -3.698970  +8.406620
 4.176091  -3.522879  +8.579740
 4.176091  -3.397940  +8.702669
 4.176091  -3.301030  +8.798050
 4.176091  -3.221849  +8.875982
 4.176091  -3.154902  +8.941845
 4.176091  -3.096910  +8.998850
 4.176091  -3.045757  +9.049078
 4.176091  -3.000000  +9.093960
 4.176091  -2.698970  +9.388283
 4.176091  -2.522879  +9.559878
 4.176091  -2.397940  +9.680807
 4.176091  -2.301030  +9.773953
 4.176091  -2.221849  +9.849707
 4.176091  -2.154902  +9.913536
 4.176091  -2.096910  +9.968678
 4.176091  -2.045757  +10.017223
 4.176091  -2.000000  +10.060589
 4.176091  -1.698970  +10.345475
 4.176091  -1.522879  +10.513882
 4.176091  -1.397940  +10.635673
 4.176091  -1.301030  +10.732357
 4.176091  -1.221849  +10.813438
 4.176091  -1.154902  +10.883850
 4.176091  -1.096910  +10.946298
 4.176091  -1.045757  +11.002545
 4.176091  -1.000000  +11.053882
 4.176091  -0.698970  +11.418616
 4.176091  -0.522879  +11.666478
 4.176091  -0.397940  +11.866350
 4.176091  -0.301030  +12.034836
 4.176091  -0.221849  +12.175030
 4.176091  -0.154902  +12.299419
 4.176091  -0.096910  +12.407470
 4.176091  -0.045757  +12.504947
 4.176091  +0.000000  +12.592993
 4.176091  +0.079181  +12.745189
 4.176091  +0.146128  +12.873685
 4.176091  +0.204120  +12.984959
 4.176091  +0.255273  +13.083117
 4.176091  +0.301030  +13.170936
 4.176091  +0.342423  +13.250373
 4.176091  +0.477121  +13.507774
 4.176091  +0.602060  +13.744301
 4.176091  +0.698970  +13.927112
 4.176091  +0.954243  +14.396114
 4.176091  +1.079181  +14.623640
 4.176091  +1.176091  +14.798805
